
---------- Begin Simulation Statistics ----------
simSeconds                                   0.056556                       # Number of seconds simulated (Second)
simTicks                                  56556346000                       # Number of ticks simulated (Tick)
finalTick                                 56556346000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    273.51                       # Real time elapsed on the host (Second)
hostTickRate                                206777589                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     704128                       # Number of bytes of host memory used (Byte)
simInsts                                     48413560                       # Number of instructions simulated (Count)
simOps                                       86500554                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   177006                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     316257                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         56556347                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        97766292                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   917794                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       95024248                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   9043                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             12183526                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          14428565                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 128                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            56451056                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.683303                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.036239                       # Number of insts issued each cycle (Count)
system.cpu.dcache.tags.totalRefs             21225382                       # Total number of references to valid blocks. (Count)
system.cpu.dcache.tags.sampledRefs              60565                       # Sample count of references to valid blocks. (Count)
system.cpu.dcache.tags.avgRefs             350.456237                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dcache.tags.warmupTick              234000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dcache.tags.occupancies::cpu.data  1022.032284                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.avgOccs::cpu.data     0.998078                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::total        0.998078                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.occupanciesTaskId::1024         1024                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.ageTaskId_1024::0           52                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::1          517                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::2          453                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::3            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::4            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses           42744037                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses          42744037                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  56556346000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                  6263121                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles              34898931                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                  14238820                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles                900293                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles                 149891                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved              4275264                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                   796                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts              100663835                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts                  3616                       # Number of squashed instructions handled by decode (Count)
system.cpu.fetch.icacheStallCycles            8457711                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu.fetch.insts                       58759977                       # Number of instructions fetch has processed (Count)
system.cpu.fetch.branches                     7655581                       # Number of branches that fetch encountered (Count)
system.cpu.fetch.predictedBranches            5932367                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                      47835765                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                  301330                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                  833                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles          5825                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.pendingQuiesceStallCycles          255                       # Number of stall cycles due to pending quiesce instructions (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles            2                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                   8346683                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                 49895                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples           56451056                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              1.804215                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             3.066258                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                 39848637     70.59%     70.59% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                   990881      1.76%     72.35% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                   801119      1.42%     73.76% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                  1225865      2.17%     75.94% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                  1490375      2.64%     78.58% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                   848047      1.50%     80.08% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                  1677661      2.97%     83.05% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                  1236335      2.19%     85.24% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                  8332136     14.76%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total             56451056                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.branchRate                  0.135362                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetch.rate                        1.038963                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.icache.demandHits::cpu.inst        8343606                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total           8343606                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       8343606                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          8343606                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         3077                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            3077                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         3077                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           3077                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    303743999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    303743999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    303743999                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    303743999                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      8346683                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       8346683                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      8346683                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      8346683                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000369                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000369                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000369                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000369                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 98714.331817                       # average overall miss latency ((Cycle/Count))
system.cpu.icache.demandAvgMissLatency::total 98714.331817                       # average overall miss latency ((Cycle/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 98714.331817                       # average overall miss latency ((Cycle/Count))
system.cpu.icache.overallAvgMissLatency::total 98714.331817                       # average overall miss latency ((Cycle/Count))
system.cpu.icache.blockedCycles::no_mshrs          492                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            9                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      54.666667                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst          746                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           746                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          746                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          746                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         2331                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         2331                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         2331                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         2331                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    242634999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    242634999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    242634999                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    242634999                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000279                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000279                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000279                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000279                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 104090.518662                       # average overall mshr miss latency ((Cycle/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 104090.518662                       # average overall mshr miss latency ((Cycle/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 104090.518662                       # average overall mshr miss latency ((Cycle/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 104090.518662                       # average overall mshr miss latency ((Cycle/Count))
system.cpu.icache.replacements                   2073                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      8343606                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         8343606                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         3077                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          3077                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    303743999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    303743999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      8346683                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      8346683                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000369                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000369                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 98714.331817                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 98714.331817                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          746                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          746                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         2331                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         2331                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    242634999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    242634999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000279                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000279                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 104090.518662                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 104090.518662                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  56556346000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           255.911536                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              8345936                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               2330                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs            3581.946781                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              109000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   255.911536                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999654                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999654                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          256                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           73                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1          156                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4           27                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           16695696                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          16695696                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  56556346000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.interrupts.clk_domain.clock          16000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                    11411540                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                 3530741                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                24832                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                3109                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                 789780                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                    5                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    498                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           19316000                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              3.427534                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            10.484763                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               19160219     99.19%     99.19% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                 1189      0.01%     99.20% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                 1819      0.01%     99.21% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                 5881      0.03%     99.24% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                  674      0.00%     99.24% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  368      0.00%     99.24% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                 9530      0.05%     99.29% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                 1443      0.01%     99.30% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                17500      0.09%     99.39% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                30414      0.16%     99.55% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109              24895      0.13%     99.68% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119              18866      0.10%     99.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129              23289      0.12%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139                891      0.00%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                332      0.00%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                339      0.00%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                506      0.00%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179               7770      0.04%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189               1763      0.01%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199               1613      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               1074      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                971      0.01%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                804      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                570      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                369      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                255      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                300      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                227      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                196      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                204      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows             1729      0.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              611                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             19316000                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                22010672                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                11041118                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                      7884                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       787                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  56556346000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 8347551                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                      1113                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  56556346000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  56556346000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                 149891                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  6928199                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 2069410                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles       28120605                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                  14412386                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               4770565                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               99830500                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  9466                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 489741                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                3024575                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  45522                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents              58                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           104439671                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   242946738                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                158766591                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                  10190749                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              87703258                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 16736407                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                  918156                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing              918254                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   7908073                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        149278888                       # The number of ROB reads (Count)
system.cpu.rob.writes                       198949718                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 48413560                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   86500554                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    70                       # Number of system calls (Count)
system.l2_victimbus.transDist::ReadResp         36161                       # Transaction distribution (Count)
system.l2_victimbus.transDist::WritebackDirty        53336                       # Transaction distribution (Count)
system.l2_victimbus.transDist::WritebackClean        93938                       # Transaction distribution (Count)
system.l2_victimbus.transDist::CleanEvict         2069                       # Transaction distribution (Count)
system.l2_victimbus.transDist::UpgradeReq         8878                       # Transaction distribution (Count)
system.l2_victimbus.transDist::UpgradeResp         8878                       # Transaction distribution (Count)
system.l2_victimbus.transDist::ReadExReq        17901                       # Transaction distribution (Count)
system.l2_victimbus.transDist::ReadExResp        17901                       # Transaction distribution (Count)
system.l2_victimbus.transDist::ReadCleanReq        36161                       # Transaction distribution (Count)
system.l2_victimbus.pktCount_system.l2cache.mem_side_port::system.l2_victimcache.cpu_side_port       174556                       # Packet count per connected requestor and responder (Count)
system.l2_victimbus.pktSize_system.l2cache.mem_side_port::system.l2_victimcache.cpu_side_port      6442816                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2_victimbus.snoops                     100667                       # Total snoops (Count)
system.l2_victimbus.snoopTraffic              6442688                       # Total snoop traffic (Byte)
system.l2_victimbus.snoopFanout::samples       163607                       # Request fanout histogram (Count)
system.l2_victimbus.snoopFanout::mean        0.330518                       # Request fanout histogram (Count)
system.l2_victimbus.snoopFanout::stdev       0.470401                       # Request fanout histogram (Count)
system.l2_victimbus.snoopFanout::underflows            0      0.00%      0.00% # Request fanout histogram (Count)
system.l2_victimbus.snoopFanout::0             109532     66.95%     66.95% # Request fanout histogram (Count)
system.l2_victimbus.snoopFanout::1              54075     33.05%    100.00% # Request fanout histogram (Count)
system.l2_victimbus.snoopFanout::overflows            0      0.00%    100.00% # Request fanout histogram (Count)
system.l2_victimbus.snoopFanout::min_value            0                       # Request fanout histogram (Count)
system.l2_victimbus.snoopFanout::max_value            1                       # Request fanout histogram (Count)
system.l2_victimbus.snoopFanout::total         163607                       # Request fanout histogram (Count)
system.l2_victimbus.power_state.pwrStateResidencyTicks::UNDEFINED  56556346000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2_victimbus.reqLayer0.occupancy     158274759                       # Layer occupancy (ticks) (Tick)
system.l2_victimbus.reqLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.l2_victimbus.respLayer0.occupancy    171015932                       # Layer occupancy (ticks) (Tick)
system.l2_victimbus.respLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.l2_victimbus.snoop_filter.totRequests       111616                       # Total number of requests made to the snoop filter. (Count)
system.l2_victimbus.snoop_filter.hitSingleRequests        57561                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2_victimbus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2_victimbus.snoop_filter.totSnoops        54075                       # Total number of snoops made to the snoop filter. (Count)
system.l2_victimbus.snoop_filter.hitSingleSnoops        54075                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2_victimbus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2_victimcache.demandMisses::cpu.inst         2329                       # number of demand (read+write) misses (Count)
system.l2_victimcache.demandMisses::cpu.data        51733                       # number of demand (read+write) misses (Count)
system.l2_victimcache.demandMisses::total        54062                       # number of demand (read+write) misses (Count)
system.l2_victimcache.overallMisses::cpu.inst         2329                       # number of overall misses (Count)
